WER L40S ft
0.2857142857142857
0.0
0.15384615384615385
0.0
0.0
0.5
0.0
0.0
0.0
0.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.125
0.0
0.0
0.0
0.0
0.25
0.6666666666666666
0.125
0.0
0.0
0.0
0.9285714285714286
0.1111111111111111
0.3333333333333333
0.0
0.0
0.125
0.2222222222222222
0.08333333333333333
0.14285714285714285
0.0
0.1111111111111111
0.2857142857142857
0.0
0.0
0.0
0.16666666666666666
0.0
0.16666666666666666
0.0
0.0
0.0
0.25
0.0
0.1111111111111111
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.1111111111111111
0.0
0.07142857142857142
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.3333333333333333
0.0
0.14285714285714285
0.1111111111111111
0.16666666666666666
0.0
0.0
0.0
0.0
0.2857142857142857
0.14285714285714285
0.125
0.0
0.0
0.8888888888888888
0.07692307692307693
0.0
0.0
0.1
0.0
0.16666666666666666
0.0
0.16666666666666666
0.0
0.125
0.0
0.0
0.125
0.0
0.5
0.0
0.125
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.16666666666666666
0.0
0.2222222222222222
0.18181818181818182
0.0
0.1
0.625
0.0
0.0
0.9166666666666666
0.0
0.0
0.0
0.08333333333333333
0.0
0.0
0.14285714285714285
0.0
0.14285714285714285
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.07692307692307693
0.14285714285714285
0.0
0.0
0.0
0.0
0.0
0.0
0.2
0.0
0.0
0.6153846153846154
0.0
0.0
0.0
0.0
0.16666666666666666
0.14285714285714285
0.0
0.2
0.1
0.5
0.14285714285714285
0.09090909090909091
0.0
0.09090909090909091
0.0
0.75
0.125
0.14285714285714285
0.0
0.16666666666666666
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.18181818181818182
0.0
0.0
0.0
0.2222222222222222
0.1
0.125
0.2222222222222222
0.1111111111111111
0.0
0.14285714285714285
0.0
0.0
0.3333333333333333
0.0
0.0
0.0
0.8333333333333334
0.2
0.0
0.625
0.0
0.0
0.0
0.18181818181818182
0.25
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.09090909090909091
0.08333333333333333
0.0
0.0
0.1111111111111111
0.0
0.4
0.16666666666666666
0.0
0.07142857142857142
0.16666666666666666
0.0
0.0
0.0
0.0
0.1111111111111111
0.0
0.0
0.0
0.0
0.25
0.0
0.1111111111111111
0.0
0.16666666666666666
0.0
0.09090909090909091
0.0
0.0
0.0
0.0
0.0
0.0
0.25
0.1
0.0
0.0
0.25
0.0
0.0
0.0
0.0
0.14285714285714285
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.8
0.16666666666666666
0.2
0.14285714285714285
0.0
0.0
0.0
0.0
0.16666666666666666
1.0
0.0
0.0
0.0
0.0
0.0
0.125
0.08333333333333333
0.07142857142857142
0.0
0.15384615384615385
0.0
0.0
0.0
0.0
0.0
0.6666666666666666
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.16666666666666666
0.3333333333333333
0.058823529411764705
0.0
0.07692307692307693
0.0
0.09090909090909091
0.0
0.0
0.125
0.1875
0.1111111111111111
0.0
0.07142857142857142
0.0
0.0
0.0
0.14285714285714285
0.1
0.0
0.125
0.0
0.14285714285714285
0.0
0.14285714285714285
0.0
0.07692307692307693
0.0
0.6
0.3076923076923077
0.07142857142857142
0.0
0.0
0.0
0.0
0.07692307692307693
0.0
0.5454545454545454
0.0
0.09090909090909091
0.0
0.0
0.14285714285714285
0.2222222222222222
0.08333333333333333
0.375
0.0
0.125
0.07142857142857142
0.09090909090909091
0.125
0.0
0.0
0.14285714285714285
0.0
0.0
0.8
0.0
0.07692307692307693
0.0
0.0
0.0
0.2
0.0
0.0
0.0
0.125
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.25
0.25
0.0
1.0
0.14285714285714285
0.0
0.2
0.0
0.0
0.0
0.1
0.0
0.09090909090909091
0.0
0.2222222222222222
0.2222222222222222
0.0
0.0
0.5833333333333334
0.0
0.1
0.0
0.0
0.6363636363636364
0.0
0.07142857142857142
0.0
0.0
0.0
0.0
0.0
0.07142857142857142
0.14285714285714285
0.0
0.0
0.0
0.15384615384615385
0.0
0.9090909090909091
0.125
0.0
